Card Family,Parallel,Seq.
All-America Game Autographs,Base,199
All-America Game Autographs,Gold Frame,1
Bowman Defining Moments Autographs,Base,99
Bowman Defining Moments Autographs,Gold Refractor,50
Bowman Defining Moments Autographs,Red Refractor,5
Bowman Defining Moments Autographs,Superfractor,1
Bowman Defining Moments,Gold Refractor,50
Bowman Defining Moments,Red Refractor,5
Bowman Defining Moments,Refractor,250
Bowman Defining Moments,Superfractor,1
Chrome Draft Pick Autographs,Black Refractor,75
Chrome Draft Pick Autographs,Black Wave,1
Chrome Draft Pick Autographs,Bowman 70th Logo,70
Chrome Draft Pick Autographs,Blue Refractor,150
Chrome Draft Pick Autographs,Blue Wave,150
Chrome Draft Pick Autographs,Gold Refractor,50
Chrome Draft Pick Autographs,Gold Wave,50
Chrome Draft Pick Autographs,Green Refractor,99
Chrome Draft Pick Autographs,Orange Refractor,25
Chrome Draft Pick Autographs,Printing Plate Black,1
Chrome Draft Pick Autographs,Printing Plate Cyan,1
Chrome Draft Pick Autographs,Printing Plate Magenta,1
Chrome Draft Pick Autographs,Printing Plate Yellow,1
Chrome Draft Pick Autographs,Purple Refractor,250
Chrome Draft Pick Autographs,Red Refractor,5
Chrome Draft Pick Autographs,Red Wave,5
Chrome Draft Pick Autographs,Refractor,499
Chrome Draft Pick Autographs,Superfractor,1
Class of 2017 Autographs,Base,250
Class of 2017 Autographs,Gold Refractor,50
Class of 2017 Autographs,Red Refractor,5
Draft Night Autographs,Gold Refractor,50
Draft Night Autographs,Red Refractor,5
Draft Night Autographs,Superfractor,1
Class of 2017 Autographs,Superfractor,1
MLB Draft History,Gold Refractor,50
MLB Draft History,Red Refractor,5
MLB Draft History,Refractor,250
MLB Draft History,Superfractor,1
MLB Draft History Autographs,Base,99
MLB Draft History Autographs,Red Refractor,5
MLB Draft History Autographs,Superfractor,1
Recommended Viewing,Gold Refractor,50
Recommended Viewing,Red Refractor,5
Recommended Viewing,Refractor,250
Recommended Viewing,Superfractor,1
Top Of The Class Box Toppers,Base,99
Top Of The Class Box Toppers,Gold Refractor,50
Top Of The Class Box Toppers,Red Refractor,5
Top Of The Class Box Toppers,Superfractor,1
Top Of The Class Box Toppers Autographs,Base,35
Base,Black,1
Base,Blue,150
Base,Gold,50
Base,Green,99
Base,Orange,25
Base,Purple,250
Base,Red,5
Base,Silver,499
Base,Printing Plate Black,1
Base,Printing Plate Cyan,1
Base,Printing Plate Magenta,1
Base,Printing Plate Yellow,1
Base,Chrome,
Base,Chrome Blue Refractor,150
Base,Chrome Bowman 70th Logo,200
Base,Chrome Gold Refractor,50
Base,Chrome Green Refractor,99
Base,Chrome Orange Refractor,25
Base,Chrome Purple Refractor,250
Base,Chrome Red Refractor,5
Base,Chrome Refractor,
Base,Chrome Sky Blue Refractor,399
Base,Chrome Printing Plate Black,1
Base,Chrome Printing Plate Cyan,1
Base,Chrome Printing Plate Magenta,1
Base,Chrome Printing Plate Yellow,1
Base,Chrome Superfractor,1
Chrome Image Variation Autographs,Base,99
