Card Set,Number,Player,Team,Seq.
All-Decade Materials,1,Magic Johnson,Los Angeles Lakers,99
All-Decade Materials,2,Grant Hill,Detroit Pistons,99
All-Decade Materials,3,Isiah Thomas,Detroit Pistons,99
All-Decade Materials,4,Jason Kidd,Dallas Mavericks,99
All-Decade Materials,5,Chris Webber,Sacramento Kings,99
All-Decade Materials,6,Christian Laettner,Minnesota Timberwolves,99
All-Decade Materials,7,Clyde Drexler,Portland Trail Blazers,99
All-Decade Materials,8,Danny Manning,Los Angeles Clippers,99
All-Decade Materials,9,Hakeem Olajuwon,Houston Rockets,99
All-Decade Materials,10,Dominique Wilkins,Atlanta Hawks,99
All-Decade Materials,11,Glen Rice,Charlotte Hornets,99
All-Decade Materials,12,Joe Dumars,Detroit Pistons,99
All-Decade Materials,13,John Stockton,Utah Jazz,99
All-Decade Materials,14,Karl Malone,Utah Jazz,99
All-Decade Materials,15,Kenny Smith,Houston Rockets,99
All-Decade Materials,16,Kevin Garnett,Minnesota Timberwolves,99
All-Decade Materials,17,Kevin McHale,Boston Celtics,99
All-Decade Materials,18,Dikembe Mutombo,Philadelphia 76ers,99
All-Decade Materials,19,Kobe Bryant,Los Angeles Lakers,99
All-Decade Materials,20,Steve Nash,Phoenix Suns,99
All-Decade Materials,21,Larry Bird,Boston Celtics,99
All-Decade Materials,22,Mark Aguirre,Dallas Mavericks,99
All-Decade Materials,23,Mark Jackson,Indiana Pacers,99
All-Decade Materials,24,Mitch Richmond,Golden State Warriors,49
All-Decade Materials,25,Anfernee Hardaway,Orlando Magic,99
All-Decade Materials,26,Paul Pierce,Boston Celtics,99
All-Decade Materials,27,Robert Parish,Boston Celtics,99
All-Decade Materials,28,Reggie Miller,Indiana Pacers,99
All-Decade Materials,29,Tim Duncan,San Antonio Spurs,99
All-Decade Materials,30,James Worthy,Los Angeles Lakers,99
All-Decade Materials Prime,1,Magic Johnson,Los Angeles Lakers,10
All-Decade Materials Prime,2,Grant Hill,Detroit Pistons,10
All-Decade Materials Prime,3,Isiah Thomas,Detroit Pistons,25
All-Decade Materials Prime,4,Jason Kidd,Dallas Mavericks,10
All-Decade Materials Prime,5,Chris Webber,Sacramento Kings,25
All-Decade Materials Prime,6,Christian Laettner,Minnesota Timberwolves,25
All-Decade Materials Prime,7,Clyde Drexler,Portland Trail Blazers,25
All-Decade Materials Prime,8,Danny Manning,Los Angeles Clippers,10
All-Decade Materials Prime,9,Hakeem Olajuwon,Houston Rockets,25
All-Decade Materials Prime,10,Dominique Wilkins,Atlanta Hawks,10
All-Decade Materials Prime,11,Glen Rice,Charlotte Hornets,25
All-Decade Materials Prime,12,Joe Dumars,Detroit Pistons,10
All-Decade Materials Prime,13,John Stockton,Utah Jazz,10
All-Decade Materials Prime,14,Karl Malone,Utah Jazz,25
All-Decade Materials Prime,15,Kenny Smith,Houston Rockets,10
All-Decade Materials Prime,16,Kevin Garnett,Minnesota Timberwolves,10
All-Decade Materials Prime,17,Kevin McHale,Boston Celtics,10
All-Decade Materials Prime,18,Dikembe Mutombo,Philadelphia 76ers,25
All-Decade Materials Prime,20,Steve Nash,Phoenix Suns,10
All-Decade Materials Prime,21,Larry Bird,Boston Celtics,10
All-Decade Materials Prime,22,Mark Aguirre,Dallas Mavericks,10
All-Decade Materials Prime,23,Mark Jackson,Indiana Pacers,10
All-Decade Materials Prime,24,Mitch Richmond,Golden State Warriors,10
All-Decade Materials Prime,25,Anfernee Hardaway,Orlando Magic,25
All-Decade Materials Prime,26,Paul Pierce,Boston Celtics,10
All-Decade Materials Prime,27,Robert Parish,Boston Celtics,10
All-Decade Materials Prime,28,Reggie Miller,Indiana Pacers,10
All-Decade Materials Prime,29,Tim Duncan,San Antonio Spurs,10
All-Decade Materials Prime,30,James Worthy,Los Angeles Lakers,10
All-Decade Materials Super Prime,1,Magic Johnson,Los Angeles Lakers,1
All-Decade Materials Super Prime,2,Grant Hill,Detroit Pistons,1
All-Decade Materials Super Prime,3,Isiah Thomas,Detroit Pistons,1
All-Decade Materials Super Prime,4,Jason Kidd,Dallas Mavericks,1
All-Decade Materials Super Prime,5,Chris Webber,Sacramento Kings,1
All-Decade Materials Super Prime,6,Christian Laettner,Minnesota Timberwolves,1
All-Decade Materials Super Prime,7,Clyde Drexler,Portland Trail Blazers,1
All-Decade Materials Super Prime,8,Danny Manning,Los Angeles Clippers,1
All-Decade Materials Super Prime,9,Hakeem Olajuwon,Houston Rockets,1
All-Decade Materials Super Prime,10,Dominique Wilkins,Atlanta Hawks,1
All-Decade Materials Super Prime,11,Glen Rice,Charlotte Hornets,1
All-Decade Materials Super Prime,12,Joe Dumars,Detroit Pistons,1
All-Decade Materials Super Prime,13,John Stockton,Utah Jazz,1
All-Decade Materials Super Prime,14,Karl Malone,Utah Jazz,1
All-Decade Materials Super Prime,15,Kenny Smith,Houston Rockets,1
All-Decade Materials Super Prime,16,Kevin Garnett,Minnesota Timberwolves,1
All-Decade Materials Super Prime,17,Kevin McHale,Boston Celtics,1
All-Decade Materials Super Prime,18,Dikembe Mutombo,Philadelphia 76ers,1
All-Decade Materials Super Prime,20,Steve Nash,Phoenix Suns,1
All-Decade Materials Super Prime,21,Larry Bird,Boston Celtics,1
All-Decade Materials Super Prime,22,Mark Aguirre,Dallas Mavericks,1
All-Decade Materials Super Prime,23,Mark Jackson,Indiana Pacers,1
All-Decade Materials Super Prime,24,Mitch Richmond,Golden State Warriors,1
All-Decade Materials Super Prime,25,Anfernee Hardaway,Orlando Magic,1
All-Decade Materials Super Prime,26,Paul Pierce,Boston Celtics,1
All-Decade Materials Super Prime,27,Robert Parish,Boston Celtics,1
All-Decade Materials Super Prime,28,Reggie Miller,Indiana Pacers,1
All-Decade Materials Super Prime,29,Tim Duncan,San Antonio Spurs,1
All-Decade Materials Super Prime,30,James Worthy,Los Angeles Lakers,1
All-Decade Signatures,1,Bob McAdoo,Buffalo Braves,99
All-Decade Signatures,2,Larry Bird,Boston Celtics,25
All-Decade Signatures,3,David Robinson,San Antonio Spurs,99
All-Decade Signatures,4,Nate Archibald,Kansas City Kings,49
All-Decade Signatures,5,Chris Bosh,Miami Heat,99
All-Decade Signatures,6,Rick Barry,Golden State Warriors,99
All-Decade Signatures,7,Grant Hill,Detroit Pistons,99
All-Decade Signatures,8,Jerry West,Los Angeles Lakers,49
All-Decade Signatures,9,Adrian Dantley,Utah Jazz,99
All-Decade Signatures,10,Kareem Abdul-Jabbar,Los Angeles Lakers,25
All-Decade Signatures,11,Clyde Drexler,Portland Trail Blazers,49
All-Decade Signatures,12,Louie Dampier,Kentucky Colonels,49
All-Decade Signatures,13,Dennis Rodman,Detroit Pistons,99
All-Decade Signatures,14,Ray Allen,Seattle Supersonics,99
All-Decade Signatures,15,George Gervin,San Antonio Spurs,49
All-Decade Signatures,16,Tracy McGrady,Orlando Magic,49
All-Decade Signatures,17,Hakeem Olajuwon,Houston Rockets,99
All-Decade Signatures,18,John Stockton,Utah Jazz,25
All-Decade Signatures,19,Allen Iverson,Philadelphia 76ers,25
All-Decade Signatures,20,Karl Malone,Utah Jazz,25
All-Decade Signatures,21,Dan Issel,Kentucky Colonels,49
All-Decade Signatures,22,Magic Johnson,Los Angeles Lakers,99
All-Decade Signatures,23,Dominique Wilkins,Atlanta Hawks,49
All-Decade Signatures,24,Reggie Miller,Indiana Pacers,25
All-Decade Signatures,25,George McGinnis,Indiana Pacers,99
All-Decade Signatures,26,Walt Frazier,New York Knicks,49
All-Decade Signatures,27,Jason Kidd,New Jersey Nets,99
All-Decade Signatures,28,Julius Erving,Philadelphia 76ers,25
All-Decade Signatures,29,Artis Gilmore,Kentucky Colonels,99
All-Decade Signatures Bronze,1,Bob McAdoo,Buffalo Braves,25
All-Decade Signatures Bronze,2,Larry Bird,Boston Celtics,15
All-Decade Signatures Bronze,3,David Robinson,San Antonio Spurs,25
All-Decade Signatures Bronze,4,Nate Archibald,Kansas City Kings,25
All-Decade Signatures Bronze,5,Chris Bosh,Miami Heat,25
All-Decade Signatures Bronze,6,Rick Barry,Golden State Warriors,25
All-Decade Signatures Bronze,7,Grant Hill,Detroit Pistons,25
All-Decade Signatures Bronze,8,Jerry West,Los Angeles Lakers,15
All-Decade Signatures Bronze,9,Adrian Dantley,Utah Jazz,25
All-Decade Signatures Bronze,10,Kareem Abdul-Jabbar,Los Angeles Lakers,15
All-Decade Signatures Bronze,11,Clyde Drexler,Portland Trail Blazers,25
All-Decade Signatures Bronze,12,Louie Dampier,Kentucky Colonels,25
All-Decade Signatures Bronze,13,Dennis Rodman,Detroit Pistons,25
All-Decade Signatures Bronze,14,Ray Allen,Seattle Supersonics,25
All-Decade Signatures Bronze,15,George Gervin,San Antonio Spurs,25
All-Decade Signatures Bronze,16,Tracy McGrady,Orlando Magic,25
All-Decade Signatures Bronze,17,Hakeem Olajuwon,Houston Rockets,25
All-Decade Signatures Bronze,18,John Stockton,Utah Jazz,15
All-Decade Signatures Bronze,19,Allen Iverson,Philadelphia 76ers,15
All-Decade Signatures Bronze,20,Karl Malone,Utah Jazz,15
All-Decade Signatures Bronze,21,Dan Issel,Kentucky Colonels,25
All-Decade Signatures Bronze,22,Magic Johnson,Los Angeles Lakers,15
All-Decade Signatures Bronze,23,Dominique Wilkins,Atlanta Hawks,25
All-Decade Signatures Bronze,24,Reggie Miller,Indiana Pacers,15
All-Decade Signatures Bronze,25,George McGinnis,Indiana Pacers,25
All-Decade Signatures Bronze,26,Walt Frazier,New York Knicks,25
All-Decade Signatures Bronze,27,Jason Kidd,New Jersey Nets,25
All-Decade Signatures Bronze,28,Julius Erving,Philadelphia 76ers,15
All-Decade Signatures Bronze,29,Artis Gilmore,Kentucky Colonels,25
All-Decade Signatures Emerald,1,Bob McAdoo,Buffalo Braves,5
All-Decade Signatures Emerald,2,Larry Bird,Boston Celtics,5
All-Decade Signatures Emerald,3,David Robinson,San Antonio Spurs,5
All-Decade Signatures Emerald,4,Nate Archibald,Kansas City Kings,5
All-Decade Signatures Emerald,5,Chris Bosh,Miami Heat,5
All-Decade Signatures Emerald,6,Rick Barry,Golden State Warriors,5
All-Decade Signatures Emerald,7,Grant Hill,Detroit Pistons,5
All-Decade Signatures Emerald,8,Jerry West,Los Angeles Lakers,5
All-Decade Signatures Emerald,9,Adrian Dantley,Utah Jazz,5
All-Decade Signatures Emerald,10,Kareem Abdul-Jabbar,Los Angeles Lakers,5
All-Decade Signatures Emerald,11,Clyde Drexler,Portland Trail Blazers,5
All-Decade Signatures Emerald,12,Louie Dampier,Kentucky Colonels,5
All-Decade Signatures Emerald,13,Dennis Rodman,Detroit Pistons,5
All-Decade Signatures Emerald,14,Ray Allen,Seattle Supersonics,5
All-Decade Signatures Emerald,15,George Gervin,San Antonio Spurs,5
All-Decade Signatures Emerald,16,Tracy McGrady,Orlando Magic,5
All-Decade Signatures Emerald,17,Hakeem Olajuwon,Houston Rockets,5
All-Decade Signatures Emerald,18,John Stockton,Utah Jazz,5
All-Decade Signatures Emerald,19,Allen Iverson,Philadelphia 76ers,5
All-Decade Signatures Emerald,20,Karl Malone,Utah Jazz,5
All-Decade Signatures Emerald,21,Dan Issel,Kentucky Colonels,5
All-Decade Signatures Emerald,22,Magic Johnson,Los Angeles Lakers,5
All-Decade Signatures Emerald,23,Dominique Wilkins,Atlanta Hawks,5
All-Decade Signatures Emerald,24,Reggie Miller,Indiana Pacers,5
All-Decade Signatures Emerald,25,George McGinnis,Indiana Pacers,5
All-Decade Signatures Emerald,26,Walt Frazier,New York Knicks,5
All-Decade Signatures Emerald,27,Jason Kidd,New Jersey Nets,5
All-Decade Signatures Emerald,28,Julius Erving,Philadelphia 76ers,5
All-Decade Signatures Emerald,29,Artis Gilmore,Kentucky Colonels,5
All-Decade Signatures Gold,1,Bob McAdoo,Buffalo Braves,10
All-Decade Signatures Gold,2,Larry Bird,Boston Celtics,10
All-Decade Signatures Gold,3,David Robinson,San Antonio Spurs,10
All-Decade Signatures Gold,4,Nate Archibald,Kansas City Kings,10
All-Decade Signatures Gold,5,Chris Bosh,Miami Heat,10
All-Decade Signatures Gold,6,Rick Barry,Golden State Warriors,10
All-Decade Signatures Gold,7,Grant Hill,Detroit Pistons,10
All-Decade Signatures Gold,8,Jerry West,Los Angeles Lakers,10
All-Decade Signatures Gold,9,Adrian Dantley,Utah Jazz,10
All-Decade Signatures Gold,10,Kareem Abdul-Jabbar,Los Angeles Lakers,10
All-Decade Signatures Gold,11,Clyde Drexler,Portland Trail Blazers,10
All-Decade Signatures Gold,12,Louie Dampier,Kentucky Colonels,10
All-Decade Signatures Gold,13,Dennis Rodman,Detroit Pistons,10
All-Decade Signatures Gold,14,Ray Allen,Seattle Supersonics,10
All-Decade Signatures Gold,15,George Gervin,San Antonio Spurs,10
All-Decade Signatures Gold,16,Tracy McGrady,Orlando Magic,10
All-Decade Signatures Gold,17,Hakeem Olajuwon,Houston Rockets,10
All-Decade Signatures Gold,18,John Stockton,Utah Jazz,10
All-Decade Signatures Gold,19,Allen Iverson,Philadelphia 76ers,10
All-Decade Signatures Gold,20,Karl Malone,Utah Jazz,10
All-Decade Signatures Gold,21,Dan Issel,Kentucky Colonels,10
All-Decade Signatures Gold,22,Magic Johnson,Los Angeles Lakers,10
All-Decade Signatures Gold,23,Dominique Wilkins,Atlanta Hawks,10
All-Decade Signatures Gold,24,Reggie Miller,Indiana Pacers,10
All-Decade Signatures Gold,25,George McGinnis,Indiana Pacers,10
All-Decade Signatures Gold,26,Walt Frazier,New York Knicks,10
All-Decade Signatures Gold,27,Jason Kidd,New Jersey Nets,10
All-Decade Signatures Gold,28,Julius Erving,Philadelphia 76ers,10
All-Decade Signatures Gold,29,Artis Gilmore,Kentucky Colonels,10
All-Decade Signatures Platinum,1,Bob McAdoo,Buffalo Braves,1
All-Decade Signatures Platinum,2,Larry Bird,Boston Celtics,1
All-Decade Signatures Platinum,3,David Robinson,San Antonio Spurs,1
All-Decade Signatures Platinum,4,Nate Archibald,Kansas City Kings,1
All-Decade Signatures Platinum,5,Chris Bosh,Miami Heat,1
All-Decade Signatures Platinum,6,Rick Barry,Golden State Warriors,1
All-Decade Signatures Platinum,7,Grant Hill,Detroit Pistons,1
All-Decade Signatures Platinum,8,Jerry West,Los Angeles Lakers,1
All-Decade Signatures Platinum,9,Adrian Dantley,Utah Jazz,1
All-Decade Signatures Platinum,10,Kareem Abdul-Jabbar,Los Angeles Lakers,1
All-Decade Signatures Platinum,11,Clyde Drexler,Portland Trail Blazers,1
All-Decade Signatures Platinum,12,Louie Dampier,Kentucky Colonels,1
All-Decade Signatures Platinum,13,Dennis Rodman,Detroit Pistons,1
All-Decade Signatures Platinum,14,Ray Allen,Seattle Supersonics,1
All-Decade Signatures Platinum,15,George Gervin,San Antonio Spurs,1
All-Decade Signatures Platinum,16,Tracy McGrady,Orlando Magic,1
All-Decade Signatures Platinum,17,Hakeem Olajuwon,Houston Rockets,1
All-Decade Signatures Platinum,18,John Stockton,Utah Jazz,1
All-Decade Signatures Platinum,19,Allen Iverson,Philadelphia 76ers,1
All-Decade Signatures Platinum,20,Karl Malone,Utah Jazz,1
All-Decade Signatures Platinum,21,Dan Issel,Kentucky Colonels,1
All-Decade Signatures Platinum,22,Magic Johnson,Los Angeles Lakers,1
All-Decade Signatures Platinum,23,Dominique Wilkins,Atlanta Hawks,1
All-Decade Signatures Platinum,24,Reggie Miller,Indiana Pacers,1
All-Decade Signatures Platinum,25,George McGinnis,Indiana Pacers,1
All-Decade Signatures Platinum,26,Walt Frazier,New York Knicks,1
All-Decade Signatures Platinum,27,Jason Kidd,New Jersey Nets,1
All-Decade Signatures Platinum,28,Julius Erving,Philadelphia 76ers,1
All-Decade Signatures Platinum,29,Artis Gilmore,Kentucky Colonels,1
All-NBA Materials,1,LeBron James,Los Angeles Lakers,99
All-NBA Materials,2,DeMar DeRozan,San Antonio Spurs,99
All-NBA Materials,3,Paul George,Oklahoma City Thunder,99
All-NBA Materials,4,Goran Dragic,Miami Heat,99
All-NBA Materials,5,Stephen Curry,Golden State Warriors,99
All-NBA Materials,6,Joel Embiid,Philadelphia 76ers,99
All-NBA Materials,7,Kawhi Leonard,Toronto Raptors,99
All-NBA Materials,8,Andre Drummond,Detroit Pistons,99
All-NBA Materials,9,Klay Thompson,Golden State Warriors,99
All-NBA Materials,10,Chris Paul,Houston Rockets,99
All-NBA Materials,11,Marc Gasol,Memphis Grizzlies,99
All-NBA Materials,12,Draymond Green,Golden State Warriors,99
All-NBA Materials,13,Rudy Gobert,Utah Jazz,99
All-NBA Materials,14,James Harden,Houston Rockets,99
All-NBA Materials,15,Tony Parker,Charlotte Hornets,99
All-NBA Materials,16,John Wall,Washington Wizards,99
All-NBA Materials,17,Kevin Durant,Golden State Warriors,99
All-NBA Materials,18,Anthony Davis,New Orleans Pelicans,99
