Card Set,Number,Player,Team
Base,BD-1,Niko Hulsizer,Tampa Bay Rays
Base,BD-3,Korey Lee,Houston Astros
Base,BD-7,Mike Siani,Cincinnati Reds
Base,BD-11,Trei Cruz,Detroit Tigers
Base,BD-12,Emerson Hancock,Seattle Mariners
Base,BD-14,Nick Loftin,Kansas City Royals
Base,BD-15,Rece Hinds,Cincinnati Reds
Base,BD-16,Jared Shuster,Atlanta Braves
Base,BD-17,Jesse Franklin V,Atlanta Braves
Base,BD-18,Kaden Polcovich,Seattle Mariners
Base,BD-19,Ben Hernandez,Kansas City Royals
Base,BD-21,Tyler Brown,Houston Astros
Base,BD-22,Keoni Cavaco,Minnesota Twins
Base,BD-24,Cade Cavalli,Washington Nationals
Base,BD-25,Burl Carraway,Chicago Cubs
Base,BD-28,Zach DeLoach,Seattle Mariners
Base,BD-29,Nick Yorke,Boston Red Sox
Base,BD-30,Clayton Beeter,Los Angeles Dodgers
Base,BD-31,Joe Ryan,Tampa Bay Rays
Base,BD-33,Gage Workman,Detroit Tigers
Base,BD-34,Austin Hendrick,Cincinnati Reds
Base,BD-35,Jimmy Glowenke,San Francisco Giants
Base,BD-38,Bobby Miller,Los Angeles Dodgers
Base,BD-39,Robert Hassell,San Diego Padres
Base,BD-41,Reid Detmers,Los Angeles Angels
Base,BD-43,Chris McMahon,Colorado Rockies
Base,BD-45,Alec Burleson,St. Louis Cardinals
Base,BD-46,Freddy Zamora,Milwaukee Brewers
Base,BD-48,Sammy Infante,Washington Nationals
Base,BD-49,Owen Caissie,San Diego Padres
Base,BD-50,Max Meyer,Miami Marlins
Base,BD-51,Logan Allen,Cleveland Indians
Base,BD-52,Landon Knack,Los Angeles Dodgers
Base,BD-56,Austin Wells,New York Yankees
Base,BD-57,Jordan Walker,St. Louis Cardinals
Base,BD-59,Masyn Winn,St. Louis Cardinals
Base,BD-60,Carson Tucker,Cleveland Indians
Base,BD-61,Nick Bitsko,Tampa Bay Rays
Base,BD-62,Daniel Cabrera,Detroit Tigers
Base,BD-64,Kyle Nicolas,Miami Marlins
Base,BD-66,Hunter Barnhart,Tampa Bay Rays
Base,BD-67,Cole Henry,Washington Nationals
Base,BD-68,Tristen Lutz,Milwaukee Brewers
Base,BD-69,Petey Halpin,Cleveland Indians
Base,BD-70,Jared Jones,Pittsburgh Pirates
Base,BD-71,Connor Phillips,Seattle Mariners
Base,BD-72,Pete Crow-Armstrong,New York Mets
Base,BD-73,Casey Martin,Philadelphia Phillies
Base,BD-74,Bryce Bonnin,Cincinnati Reds
Base,BD-76,Tekoah Roby,Texas Rangers
Base,BD-77,Isaiah Greene,New York Mets
Base,BD-78,Tyler Freeman,Cleveland Indians
Base,BD-81,Nick Gonzales,Pittsburgh Pirates
Base,BD-85,Slade Cecconi,Arizona Diamondbacks
Base,BD-86,Tink Hence,St. Louis Cardinals
Base,BD-87,Adisyn Coffey,Chicago White Sox
Base,BD-88,Asa Lacy,Kansas City Royals
Base,BD-90,Nick Garcia,Pittsburgh Pirates
Base,BD-91,Nick Swiney,San Francisco Giants
Base,BD-93,CJ Van Eyk,Toronto Blue Jays
Base,BD-94,Alerick Soularie,Minnesota Twins
Base,BD-95,Garrett Crochet,Chicago White Sox
Base,BD-96,Ian Seymour,Tampa Bay Rays
Base,BD-97,Zavier Warren,Milwaukee Brewers
Base,BD-98,Ed Howard,Chicago Cubs
Base,BD-99,Justin Lange,San Diego Padres
Base,BD-103,David Calabrese,Los Angeles Angels
Base,BD-104,Quin Cotton,Cincinnati Reds
Base,BD-106,Drew Romo,Colorado Rockies
Base,BD-107,Zac Veen,Colorado Rockies
Base,BD-109,Sam Weatherly,Colorado Rockies
Base,BD-110,Jordan Nwogu,Chicago Cubs
Base,BD-111,Jordan Westburg,Baltimore Orioles
Base,BD-112,Zach McCambley,Miami Marlins
Base,BD-113,Trevor Hauver,New York Yankees
Base,BD-115,Tanner Burns,Cleveland Indians
Base,BD-116,Jackson Miller,Cincinnati Reds
Base,BD-118,Garrett Mitchell,Milwaukee Brewers
Base,BD-119,Tyler Soderstrom,Oakland Athletics
Base,BD-120,Holden Powell,Washington Nationals
Base,BD-121,Spencer Torkelson,Detroit Tigers
Base,BD-122,Heston Kjerstad,Baltimore Orioles
Base,BD-124,Justin Foscue,Texas Rangers
Base,BD-125,Levi Prater,St. Louis Cardinals
Base,BD-126,Evan Carter,Texas Rangers
Base,BD-127,Bryce Jarvis,Arizona Diamondbacks
Base,BD-129,Casey Schmitt,San Francisco Giants
Base,BD-130,Hudson Haskin,Baltimore Orioles
Base,BD-131,Daxton Fulton,Miami Marlins
Base,BD-133,Zach Daniels,Houston Astros
Base,BD-134,Jeff Criswell,Oakland Athletics
Base,BD-136,Alika Williams,Tampa Bay Rays
Base,BD-137,Gilberto Jimenez,Boston Red Sox
Base,BD-138,Trent Palmer,Toronto Blue Jays
Base,BD-139,Alex Santos,Houston Astros
Base,BD-142,Kody Hoese,Los Angeles Dodgers
Base,BD-144,Dillon Dingler,Detroit Tigers
Base,BD-146,Patrick Bailey,San Francisco Giants
Base,BD-147,Liam Norris,Arizona Diamondbacks
Base,BD-149,Carmen Mlodzinski,Pittsburgh Pirates
Base,BD-2,Jackson Kowar,Kansas City Royals
Base,BD-4,Milan Tolentino,Cleveland Indians
Base,BD-5,Jeter Downs,Boston Red Sox
Base,BD-6,Hans Crouse,Texas Rangers
Base,BD-8,Dane Acker,Oakland Athletics
Base,BD-9,Ryan Jensen,Chicago Cubs
Base,BD-10,Shane Baz,Tampa Bay Rays
Base,BD-13,Joey Cantillo,Cleveland Indians
Base,BD-20,Spencer Strider,Atlanta Braves
Base,BD-23,Case Williams,Colorado Rockies
Base,BD-26,Daniel Espino,Cleveland Indians
Base,BD-27,Oswald Peraza,New York Yankees
Base,BD-32,Jordan Groshans,Toronto Blue Jays
Base,BD-36,Ryan Rolison,Colorado Rockies
Base,BD-37,Logan Gilbert,Seattle Mariners
Base,BD-40,JJ Goss,Tampa Bay Rays
Base,BD-42,Michael Busch,Los Angeles Dodgers
Base,BD-44,Xavier Edwards,Tampa Bay Rays
Base,BD-47,Travis Swaggerty,Pittsburgh Pirates
Base,BD-53,Quinn Priester,Pittsburgh Pirates
Base,BD-54,Colt Keith,Detroit Tigers
Base,BD-55,Jarren Duran,Boston Red Sox
Base,BD-58,Jordan Balazovic,Minnesota Twins
Base,BD-63,Marco Raya,Minnesota Twins
Base,BD-65,Oneil Cruz,Pittsburgh Pirates
Base,BD-75,Daniel Lynch,Kansas City Royals
Base,BD-79,Heliot Ramos,San Francisco Giants
Base,BD-80,Miguel Amaya,Chicago Cubs
Base,BD-82,DL Hall,Baltimore Orioles
Base,BD-83,Triston Casas,Boston Red Sox
Base,BD-84,Christian Chamberlain,Kansas City Royals
Base,BD-89,Geraldo Perdomo,Arizona Diamondbacks
Base,BD-92,Matthew Dyer,New York Mets
Base,BD-100,Ian Bedell,St. Louis Cardinals
Base,BD-101,Aaron Shortridge,Pittsburgh Pirates
Base,BD-102,Trevor Larnach,Minnesota Twins
Base,BD-105,Luke Little,Chicago Cubs
Base,BD-108,Brady McConnell,Kansas City Royals
Base,BD-114,Corbin Carroll,Arizona Diamondbacks
Base,BD-117,Carter Baumler,Baltimore Orioles
Base,BD-123,Alexander Canario,San Francisco Giants
Base,BD-128,Werner Blakely,Los Angeles Angels
Base,BD-132,Luis Gil,New York Yankees
Base,BD-135,Shane McClanahan,Tampa Bay Rays
Base,BD-140,Bryson Stott,Philadelphia Phillies
Base,BD-141,Ethan Hankins,Cleveland Indians
Base,BD-143,Francisco Alvarez,New York Mets
Base,BD-145,Carson Ragsdale,Philadelphia Phillies
Base,BD-148,RJ Dabovich,San Francisco Giants
Base,BD-150,AJ Vukovich,Arizona Diamondbacks
Base,BD-151,Jasson Dominguez,New York Yankees
Base,BD-152,Bobby Witt Jr.,Kansas City Royals
Base,BD-153,Andrew Vaughn,Chicago White Sox
Base,BD-154,Adley Rutschman,Baltimore Orioles
Base,BD-155,Robert Puason,Oakland Athletics
Base,BD-156,Jay Groome,Boston Red Sox
Base,BD-157,Will Klein,Kansas City Royals
Base,BD-158,Zach Britton,Toronto Blue Jays
Base,BD-159,Owen Miller,Cleveland Indians
Base,BD-160,Logan Hofmann,Pittsburgh Pirates
Base,BD-161,Ronaldo Hernandez,Tampa Bay Rays
Base,BD-162,Jack Blomgren,Colorado Rockies
Base,BD-163,Adam Seminaris,Los Angeles Angels
Base,BD-164,Bailey Horn,Chicago White Sox
Base,BD-165,Joe Boyle,Cincinnati Reds
Base,BD-166,Ryan Murphy,San Francisco Giants
Base,BD-167,Thomas Saggese,Texas Rangers
Base,BD-168,George Kirby,Seattle Mariners
Base,BD-169,Jeremiah Jackson,Los Angeles Angels
Base,BD-170,Shane Drohan,Boston Red Sox
Base,BD-171,Brandon Pfaadt,Arizona Diamondbacks
Base,BD-172,Blake Rutherford,Chicago White Sox
Base,BD-173,Hayden Cantrelle,Milwaukee Brewers
Base,BD-174,Mark Vientos,New York Mets
Base,BD-175,Michael Toglia,Colorado Rockies
Base,BD-176,Mitchell Parker,Washington Nationals
Base,BD-177,Jackson Rutledge,Washington Nationals
Base,BD-178,Anthony Volpe,New York Yankees
Base,BD-179,Nick Lodolo,Cincinnati Reds
Base,BD-180,Riley Greene,Detroit Tigers
Base,BD-181,JJ Bleday,Miami Marlins
Base,BD-182,Kyle Isbel,Kansas City Royals
Base,BD-183,Shea Langeliers,Atlanta Braves
Base,BD-184,Brett Baty,New York Mets
Base,BD-185,Jerar Encarnacion,Miami Marlins
Base,BD-186,Aaron Ashby,Milwaukee Brewers
Base,BD-187,Brennen Davis,Chicago Cubs
Base,BD-188,Julio Rodriguez,Seattle Mariners
Base,BD-189,CJ Abrams,San Diego Padres
Base,BD-190,Marco Luciano,San Francisco Giants
Base,BD-191,Grayson Rodriguez,Baltimore Orioles
Base,BD-192,Kristian Robinson,Arizona Diamondbacks
Base,BD-193,Jordyn Adams,Los Angeles Angels
Base,BD-194,Nolan Gorman,St. Louis Cardinals
Base,BD-195,Alek Thomas,Arizona Diamondbacks
Base,BD-196,Hunter Greene,Cincinnati Reds
Base,BD-197,Josh Jung,Texas Rangers
Base,BD-198,Matthew Liberatore,St. Louis Cardinals
Base,BD-199,Ronny Mauricio,New York Mets
Base,BD-200,Hunter Bishop,San Francisco Giants
Chrome,BD-1,Niko Hulsizer,Tampa Bay Rays
Chrome,BD-3,Korey Lee,Houston Astros
Chrome,BD-7,Mike Siani,Cincinnati Reds
Chrome,BD-11,Trei Cruz,Detroit Tigers
Chrome,BD-12,Emerson Hancock,Seattle Mariners
Chrome,BD-14,Nick Loftin,Kansas City Royals
Chrome,BD-15,Rece Hinds,Cincinnati Reds
Chrome,BD-16,Jared Shuster,Atlanta Braves
Chrome,BD-17,Jesse Franklin V,Atlanta Braves
Chrome,BD-18,Kaden Polcovich,Seattle Mariners
Chrome,BD-19,Ben Hernandez,Kansas City Royals
Chrome,BD-21,Tyler Brown,Houston Astros
Chrome,BD-22,Keoni Cavaco,Minnesota Twins
Chrome,BD-24,Cade Cavalli,Washington Nationals
Chrome,BD-25,Burl Carraway,Chicago Cubs
Chrome,BD-28,Zach DeLoach,Seattle Mariners
Chrome,BD-29,Nick Yorke,Boston Red Sox
Chrome,BD-30,Clayton Beeter,Los Angeles Dodgers
Chrome,BD-31,Joe Ryan,Tampa Bay Rays
Chrome,BD-33,Gage Workman,Detroit Tigers
