Card Family,Parallel,Seq.
Base,Refractor,499
Base,Purple Refractor,250
Base,Blue Refractor,150
Base,Green Refractor,99
Base,Gold Refractor,50
Base,Orange Refractor,25
Base,Red Refractor,5
Base,SuperFractor,1
Prospects,Shimmer Refractor,
Prospects,Refractor,499
Prospects,Purple Refractor,250
Prospects,Blue Refractor,150
Prospects,Green Refractor,99
Prospects,Gold Refractor,50
Prospects,Orange Refractor,25
Prospects,Red Refractor,5
Prospects,SuperFractor,1
Prospects,Green Shimmer Refractor,99
Prospects,Gold Shimmer Refractor,50
Prospects,Orange Shimmer Refractor,25
Prospects,Red Shimmer Refractor,10
Prospects,Black Shimmer Refractor,5
Stat Tracker,Atomic Refractor,150
Stat Tracker,Orange Refractor,25
Stat Tracker,SuperFractor,1
2019 AFL Fall Stars,Atomic Refractor,150
2019 AFL Fall Stars,Orange Refractor,25
2019 AFL Fall Stars,SuperFractor,1
Farm to Fame,Orange Refractor,25
Farm to Fame,SuperFractor,1
2019 AFL MVP,Base,250
Dawn of Glory,Atomic Refractor,150
Dawn of Glory,Orange Refractor,25
Dawn of Glory,SuperFractor,1
Rookie Image Variation Autographs,Base,25
Rookie Image Variation Autographs,SuperFractor,1
2019 AFL Fall Stars Autographs,SuperFractor,1
Farm to Fame Autographs,SuperFractor,1
Prospects Autographs,Refractor,499
Prospects Autographs,Purple Refractor,250
Prospects Autographs,Blue Refractor,150
Prospects Autographs,Green Refractor,99
Prospects Autographs,Gold Refractor,50
Prospects Autographs,Orange Refractor,25
Prospects Autographs,Red Refractor,5
Prospects Autographs,SuperFractor,1
Prospects Autographs,HTA Choice Refractor,150
Prospects Autographs,Green Atomic Refractor,99
Prospects Autographs,Gold Shimmer Refractor,50
Prospects Autographs,Orange Wave Refractor,25
Prospects Autographs,Red Wave Refractor,5
Prospects Autographs,Black Mojo Refractor,1
2019 AFL MVP Autographs,Base,100
Rookie Autographs,Refractor,499
Rookie Autographs,Blue Refractor,150
Rookie Autographs,Green Refractor,99
Rookie Autographs,Gold Refractor,50
Rookie Autographs,Orange Refractor,25
Rookie Autographs,Red Refractor,5
Rookie Autographs,SuperFractor,1
Prime Chrome Signatures,Orange Refractor,25
Prime Chrome Signatures,SuperFractor,1
Dawn of Glory Autographs,Orange Refractor,25
Dawn of Glory Autographs,SuperFractor,1
Stat Tracker Autographs,Base,99
Stat Tracker Autographs,Orange Refractor,25
Stat Tracker Autographs,SuperFractor,1
Chrome Autographed Relics,Gold Refractor,50
Chrome Autographed Relics,Orange Refractor,25
Chrome Autographed Relics,SuperFractor,1
2019 AFL Fall Stars Autograph Relics,SuperFractor,1
2019 AFL Fall Stars Relics,Orange Refractor,25
2019 AFL Fall Stars Relics,SuperFractor,1
