Card Family,Parallel,Seq.
Base,Sky Blue,499
Base,Purple,250
Base,Blue,150
Base,Green,99
Base,Gold,50
Base,Orange,25
Base,Red,5
Base,Platinum,1
Base,Printing Plates,1
Paper Prospects,Camo,
Paper Prospects,Sky Blue,499
Paper Prospects,Purple,250
Paper Prospects,Blue,150
Paper Prospects,Green,99
Paper Prospects,Gold,50
Paper Prospects,Orange,25
Paper Prospects,Red,5
Paper Prospects,Platinum,1
Paper Prospects,Printing Plates,1
Chrome Prospects,Atomic,
Chrome Prospects,Base Refractor,499
Chrome Prospects,Speckle,299
Chrome Prospects,Purple,250
Chrome Prospects,Blue,150
Chrome Prospects,Blue Shimmer,150
Chrome Prospects,Aqua,125
Chrome Prospects,Aqua Shimmer,125
Chrome Prospects,Green,99
Chrome Prospects,Green Shimmer,99
Chrome Prospects,Yellow,75
Chrome Prospects,Gold,50
Chrome Prospects,Gold Shimmer,50
Chrome Prospects,Orange,25
Chrome Prospects,Orange Shimmer,25
Chrome Prospects,Red,5
Chrome Prospects,Red Shimmer,5
Chrome Prospects,SuperFractor,1
Chrome Prospects,Printing Plates,1
Chrome Prospect Autographs,Base Refractor,499
Chrome Prospect Autographs,Speckle,299
Chrome Prospect Autographs,Purple,250
Chrome Prospect Autographs,Blue,150
Chrome Prospect Autographs,Atomic,100 
Chrome Prospect Autographs,Green,99
Chrome Prospect Autographs,Green Shimmer,99
Chrome Prospect Autographs,Gold,50
Chrome Prospect Autographs,Gold Shimmer,50
Chrome Prospect Autographs,Orange,25
Chrome Prospect Autographs,Orange Shimmer,25
Chrome Prospect Autographs,Red,5
Chrome Prospect Autographs,Red Shimmer,5
Chrome Prospect Autographs,SuperFractor,1
Chrome Prospect Autographs,Printing Plates,1
Chrome Rookie Autographs,Base Refractor,499
Chrome Rookie Autographs,Blue,150
Chrome Rookie Autographs,Atomic,100 
Chrome Rookie Autographs,Green,99
Chrome Rookie Autographs,Gold,50
Chrome Rookie Autographs,Orange,25
Chrome Rookie Autographs,Red,5
Chrome Rookie Autographs,SuperFractor,1
Chrome Rookie Autographs,Printing Plates,1
Paper Prospect Autographs,Purple,250
Paper Prospect Autographs,Blue,150
Paper Prospect Autographs,Green,99
Paper Prospect Autographs,Gold,50
Paper Prospect Autographs,Orange,25
Paper Prospect Autographs,Red,5
Paper Prospect Autographs,Platinum,1
Dual Bowman Prospect Autographs,Base,25
Dual Bowman Prospect Autographs,SuperFractor,1
ROY Favorites Autographs,Base,150
ROY Favorites Autographs,Gold,50
ROY Favorites Autographs,Orange,25
ROY Favorites Autographs,SuperFractor,1
2019 Bowman Sterling Continuity Autographs,Base,99 
2019 Bowman Sterling Continuity Autographs,Orange,25 
2019 Bowman Sterling Continuity Autographs,Red,5
2019 Bowman Sterling Continuity Autographs,SuperFractor,1
30th Anniversary,Atomic,150
30th Anniversary,Green,99
30th Anniversary,Gold,50
30th Anniversary,Orange,25
30th Anniversary,Red,5
30th Anniversary,SuperFractor,1
Bowman Scouts Top 100,Atomic,150
Bowman Scouts Top 100,Green,99
Bowman Scouts Top 100,Gold,50
Bowman Scouts Top 100,Orange,25
Bowman Scouts Top 100,Red,5
Bowman Scouts Top 100,SuperFractor,1
Bowman Scouts Top 100 Autographs,Base,50
Ready for the Show,Atomic,150
Ready for the Show,Green,99
Ready for the Show,Gold,50
Ready for the Show,Orange,25
Ready for the Show,Red,5
Ready for the Show,SuperFractor,1
ROY Favorites,Atomic,150
ROY Favorites,Green,99
ROY Favorites,Gold,50
ROY Favorites,Orange,25
ROY Favorites,Red,5
ROY Favorites,SuperFractor,1
Talent Pipeline,Atomic,150
Talent Pipeline,Green,99
Talent Pipeline,Gold,50
Talent Pipeline,Orange,25
Talent Pipeline,Red,5
Talent Pipeline,SuperFractor,1
2019 Bowman Sterling Continuity,Atomic,150
2019 Bowman Sterling Continuity,Gold,50
2019 Bowman Sterling Continuity,Orange,25
2019 Bowman Sterling Continuity,Red,5
2019 Bowman Sterling Continuity,SuperFractor,1
All-American Game Autographs,Base,199
