Card Set,Number,Player,Team,Seq.
Base,1,Kevin Garnett,Minnesota Timberwolves,
Base,2,Charles Barkley,Philadelphia 76ers,
Base,3,Dennis Rodman,Chicago Bulls,
Base,4,Hakeem Olajuwon,Houston Rockets,
Base,5,Jason Kidd,New Jersey Nets,
Base,6,Allen Iverson,Philadelphia 76ers,
Base,7,Yao Ming,Houston Rockets,
Base,8,Kobe Bryant,Los Angeles Lakers,
Base,9,David Robinson,San Antonio Spurs,
Base,10,Scottie Pippen,Chicago Bulls,
Base,11,Shaquille O'Neal ,Los Angeles Lakers,
Base,12,Anfernee Hardaway,Orlando Magic,
Base,13,Patrick Ewing,New York Knicks,
Base,14,Shawn Kemp,Seattle Supersonics,
Base,15,Larry Johnson,Charlotte Hornets,
Base,16,Larry Bird,Boston Celtics,
Base,17,Pete Maravich,Utah Jazz,
Base,18,Wilt Chamberlain,Los Angeles Lakers,
Base,19,Karl Malone,Utah Jazz,
Base,20,Kareem Abdul-Jabbar,Los Angeles Lakers,
Base,21,Bill Russell,Boston Celtics,
Base,22,Ray Allen,Miami Heat,
Base,23,Clyde Drexler,Portland Trail Blazers,
Base,24,Grant Hill,Detroit Pistons,
Base,25,Magic Johnson,Los Angeles Lakers,
Base,26,Tracy McGrady,Houston Rockets,
Base,27,Alonzo Mourning,Charlotte Hornets,
Base,28,Steve Nash,Dallas Mavericks,
Base,29,Paul Pierce,Boston Celtics,
Base,30,Isiah Thomas,Detroit Pistons,
Base,31,Trae Young,Atlanta Hawks,
Base,32,John Collins,Atlanta Hawks,
Base,33,Vince Carter,Atlanta Hawks,
Base,34,Kevin Huerter,Atlanta Hawks,
Base,35,Kent Bazemore,Portland Trail Blazers,
Base,36,JJ Redick,New Orleans Pelicans,
Base,37,Dewayne Dedmon,Sacramento Kings,
Base,38,Alex Len,Atlanta Hawks,
Base,39,Jayson Tatum,Boston Celtics,
Base,40,Jaylen Brown,Boston Celtics,
Base,41,Marcus Smart,Boston Celtics,
Base,42,Gordon Hayward,Boston Celtics,
Base,43,Terry Rozier,Charlotte Hornets,
Base,44,Terrence Ross,Orlando Magic,
Base,45,Tobias Harris,Philadelphia 76ers,
Base,46,Marcus Morris,New York Knicks,
Base,47,Jarrett Allen,Brooklyn Nets,
Base,48,Spencer Dinwiddie,Brooklyn Nets,
Base,49,Joe Harris,Brooklyn Nets,
Base,50,Caris LeVert,Brooklyn Nets,
Base,51,Zhaire Smith,Philadelphia 76ers,
Base,52,Rodions Kurucs,Brooklyn Nets,
Base,53,Mike Scott,Philadelphia 76ers,
Base,54,Kemba Walker,Boston Celtics,
Base,55,Miles Bridges,Charlotte Hornets,
Base,56,Michael Kidd-Gilchrist,Charlotte Hornets,
Base,57,Nicolas Batum,Charlotte Hornets,
Base,58,Bismack Biyombo,Charlotte Hornets,
Base,59,Dwayne Bacon,Charlotte Hornets,
Base,60,Danny Green,Los Angeles Lakers,
Base,61,Zach LaVine,Chicago Bulls,
Base,62,Kris Dunn,Chicago Bulls,
Base,63,Lauri Markkanen,Chicago Bulls,
Base,64,Otto Porter Jr.,Chicago Bulls,
Base,65,Wendell Carter Jr.,Chicago Bulls,
Base,66,Denzel Valentine,Chicago Bulls,
Base,67,Devin Booker,Phoenix Suns,
Base,68,Kevin Love,Cleveland Cavaliers,
Base,69,Jordan Clarkson,Cleveland Cavaliers,
Base,70,Matthew Dellavedova,Cleveland Cavaliers,
Base,71,Deandre Ayton,Phoenix Suns,
Base,72,Tristan Thompson,Cleveland Cavaliers,
Base,73,Larry Nance Jr.,Cleveland Cavaliers,
Base,74,Collin Sexton,Cleveland Cavaliers,
Base,75,Luka Doncic,Dallas Mavericks,
Base,76,Kristaps Porzingis,Dallas Mavericks,
Base,77,Tim Hardaway Jr.,Dallas Mavericks,
Base,78,Jalen Brunson,Dallas Mavericks,
Base,79,Courtney Lee,Dallas Mavericks,
Base,80,Justin Jackson,Dallas Mavericks,
Base,81,Dwight Powell,Dallas Mavericks,
Base,82,DeMarre Carroll,San Antonio Spurs,
Base,83,Jamal Murray,Denver Nuggets,
Base,84,Nikola Jokic,Denver Nuggets,
Base,85,Will Barton,Denver Nuggets,
Base,86,Malik Beasley,Denver Nuggets,
Base,87,Torrey Craig,Denver Nuggets,
Base,88,Michael Porter Jr.,Denver Nuggets,
Base,89,Gary Harris,Denver Nuggets,
Base,90,Josh Jackson,Memphis Grizzlies,
Base,91,Blake Griffin,Detroit Pistons,
Base,92,Andre Drummond,Detroit Pistons,
Base,93,Luke Kennard,Detroit Pistons,
Base,94,Langston Galloway,Detroit Pistons,
Base,95,Reggie Jackson,Detroit Pistons,
Base,96,Thon Maker,Detroit Pistons,
Base,97,Bruce Brown,Detroit Pistons,
Base,98,Stephen Curry,Golden State Warriors,
Base,99,Mikal Bridges,Phoenix Suns,
